id	bolum	en	tr
2061	Menu	Non-registered copy.	Kayıt Dışı Kopya
2062	Menu	The entered timetable specification is probably not completed. If you didn't enter the complete teachers data, you should realize, that the timetable needs not to exist. This program generates the complete timetable for classes, it starts from the 1st lesson (or the 0. lesson or the 2nd lessons if enabled). The algorithm needs not to have enough cards to generate the first lessons.	Tanımlanan Planlama Büyük İhtimalle Eksik. Eğer Öğretmenlerin Tam Bilgisini Girmediyseniz Bilmeniz Gerekir ki Planlama Oluşmayabilir. Bu Program Sınıfları İçin 1. Dersten Başlayarak Tam Planlama Yapar. (Ya Da 0. Ders Ya Da Etkin ise 2. Ders). Algoritmanın İlk Dersi Oluşturmak İçin Yeterli Karta İhtiyacı Vardır
2063	Menu	This application is not registered. Ask your seller for the updated version with the new features.	Bu Uygulama Kayıtlı Değildir. Yeni Özellikler ve Güncelleştirilmiş Sürümü İçin Bayinize Danışın
2064	Menu	Non-registered	Kayıt Dışı
2065	Menu	program	Program
2067	Menu	Program aSc Substitution receive registered users of aSc Timetables for free.	aSc k12 Bilişim Ders Planlama Programının Kayıtlı Kullanıcıları, aSc k12 Bilişim (Substitution) Değiştirme Programını Ücretsiz Olarak Alırlar
2068	Menu	Information about aSc Timetable software, as well as information about other products and activities of aSc company, we gladly provide you at the address :	aSc k12 Bilişim Ders Planlama Programı Yanısıra, K12 Bilişimin Sunduğu Diğer Programlara Bu Adresten Ulaşabilirsiniz:
2069	Menu	Nobody absent today	Bugün Kimse Yok
2070	Menu	Nothing to substitute	Değişiklik Bulunmuyor...
2071	Menu	Criteria	Kriterler
2073	Menu	Timetables	Ders Programı
2074	Menu	There are not defined any reasons of the absence.	Devamsızlık Sebebi Bilinmiyor
2075	Menu	There are not defined any types of the substitutions.	Yer Değiştirmelerin Türü Tanımlanmış Değildir
2076	Menu	Today's substitutions	Bugünün Değiştirmeleri
2077	Menu	Today's substitutions - Information for students	Bugünün Değiştirmeleri - Öğrenciler İçin Bilgiler
2078	Menu	Summary of substitutions	Değiştirmelerin Özeti
2079	Menu	Summary of absenting teachers	Yoksayılan Öğretmenlerin Özeti
2080	Menu	Last update	Son Güncelleme
2081	Menu	Open and set up timetable	Ders Programını Açmak ve Kurmak
2082	Menu	There is not selected timetable for the substitutions. If you want to add timetable to the list of substitution's timetables, press plus key or click on the plus button.	Değişimler İçin Ders Programı Seçilmemiş. Eğer Değişimler İçin Ders Programı Eklemek İstiyorsanız, Artı Tuşuna veya Artı Düğmesine Tıklayın
2083	Menu	The timetable file with the same name is already used for the substitutions. If you are sure, that they are the same files, you can continue. Do you want to replace it? Note. If you use the same timetable file for substitutions for more weeks of the cycle timetable, it's the same file, and you can replace it.	Aynı Adı Taşıyan Ders Program Dosyası, Zaten Daha Önce Yer Değiştirme İçin Kullanılmış. Onların Aynı Dosyalar Olduğundan Emin İseniz, Devam Edebilirsiniz. Bunu Değiştirmek İstiyormusunuz ? Not: Eğer Döngü Zaman Planının Hafta Daha İçin Oyuncu Değişikliği İçin Aynı Takvimi Dosyasını Kullanırsanız, Aynı Dosya Var, Ve Bunu Değiştirin Olabilir.
2084	Menu	Today's absenting teachers.	Bu Günün Öğretmenleri Devamsızlar
2085	Menu	Enter the date, the timetable is valid from:	Tarihi Girin, Ders Programı Bu Tarihten İtibaren Geçerlidir:
2087	Menu	Information for students	Öğrenciler İçin Bilgiler
2088	Menu	Unfortunately, following teachers will not teach today:	Ne Yazık Ki, Aşağıdaki Öğretmenler Bugün Öğretimde Değil:
2090	Menu	Who substitute	Görev Verilen
2091	Menu	and	ve
2092	Menu	Page is printed	Sayfayı Yazdır
2094	Menu	%d week	%d Hafta
2095	Menu	When	Ne Zaman
2096	Menu	No.	No.
2098	Menu	Cancelled	İptal Ediliyor
2099	Menu	Note	Not
2100	Menu	Name	Adı
2102	Menu	Valid from	Geçerlilik
2103	Menu	Name of the timetable	Ders Programı Adı
2104	Menu	Name of the teacher	Öğretmen Adı
2105	Menu	Print / Substitute	Yazdır / Substitute
2107	Menu	Can be joined	Birleştirilebilecek
2108	Menu	There is not selected timetable for the substitution. Press the Plus button in the left part of the display to add the timetable.	Yer Değiştirme Yapmak İçin Seçilen Ders Programı Yok. Ders Programı Eklemek İçin Ekranın Sol Kısmındaki Artı Düğmesine Basın
2109	Menu	If the timetable changes during the academic year, you can use the Plus button to add new timetables for the substitutions. When you add new timetable, you have to select the time of validity of the timetable. Program will use this timetable from the date of validity till the validity date of the next timetable. If you have got a week cycle, you have to select the timetable for every week of year and select the week cycle.	Eğer akademik yıl içerisinde ders programı değişirse, artı butonunu kullanarak yeni ders programı oluşturabilirsiniz. Yeni ders programı eklediğinizde bu programın geçerli olacağı günü belirlemeniz gerekir. Bu ders programı geçerli olacağı günden itibaren bir sonraki ders programınının geçerli olacağı güne kadar kullanılacaktır. Eğer haftalık bir döngünüz varsa ders programını yılın her haftası için seçip haftalık döngüyü seçmelisiniz
2110	Menu	Unknown reason	Nedeni Bilinmiyor
2111	Menu	Unknown type	Sebep Belirtilmedi
2112	Menu	Enter the timetable for substitutions first. You can do it, if you press the green Plus button, next to Timetable title and under the picture of the red man, that represents Absenting teachers.	Önce yerdeğiştirmeler için programa giriş yap. Eğer program başlığının yanında ve gelmeyen öğretmenleri gösteren kırmızı adam resminin altındaki yeşil artı düğmesine basarsan bunu yapabilirsin.
2114	Menu	Summary of Substitutors	Değiştirmelerin Özeti
2115	Menu	Do you really want to remove reason?	Sebebi Gerçekten Kaldırmak İstiyormusunuz ?
2116	Menu	Do you really want to remove Type of substitution ?	Değiştirme Tipini Kaldırmak İstiyormusunuz ?
2117	Menu	Program removes all substitutions for this teacher, that other teachers do. Do you want to continue ?	Program, Bu Öğretmen İçin Diğer Öğretmenlerle Yaptığı Tüm Yer Değiştirme Değişikliklerini Kaldıracak. Devam Etmek İstiyormusunuz ?
2118	Menu	Do you really want to remove the timetable ? Program will have to remove all substitutions for the period of validation of this timetable. Do you want to continue ?	Programı gerçekten kaldırmak istiyor musun? Program bu ders planının tüm yer değiştirmeler için geçerliliğini kaldırmak zorunda kalacak. Devam etmek istiyor musun?
2119	Menu	aSc Substitution	aSc Substitution
2120	Menu	The program verifies the specifications of the timetable, before it starts to use this timetable. If there any differences ( comparing to substitution data) appear, program offers the option to continue, there is always another choice to cancel this timetable, and use the previous timetables.	Bu program bu ders planını kullanmadan önce değiştirmeleri onaylar. (Yer değiştirme bilgilerini karşılaştırırken ) farklılıklar olursa program devam etme seçeneğini sunar. Her zaman bu programı iptal için başka bir seçenek vardır ve önceki ders planlarını kullan.
2122	Menu	In the left area, there is the list of lessons, that is necessary to substitute today. If you click on some row of this list, it displays the timetables of the teachers, who could possibly substitute this lesson. To select the substituting teacher, double-click his line.	Sol alanda bugün yer değiştirmek için gerekli Olan ders listeleri var. listedeki bazı dizilerde/sıralarda tıklarsan, ders değişikliği yapan öğretmenlerin programlarını gösterir. öğretmen değişikliğini seçmek bu sıraya çift tıkla
2123	Menu	You can set for each teacher : 1, if he/she could substitute or if you want to prin this teacher in summary reports. 2. Time off and duties. If you click on this icon, the teacher's timetable will be displayed. In this timetable you can define teacher's duties and time off for each lesson of the week.	Eğer öğretmen dersini değiştirebilir ya da özet raporlarda bu öğretmeni basmak istersen, her bir öğretmen için kurulum yapabilirsin. Tatil ya da görevler, Eğer bu simgeye tıklarsan öğretmenin tablosu gözükecektir. Bu tabloda haftalık her bir ders için öğretmenin görevlerini ve tatillerini tanımlayabilirsin.
2124	Menu	You can set for each subject, if it could be joined. To switch this option on, click the icon in the column "Can be joined".	Eğer birleştirilebilir ise, her bir ders İçin kurulum yapabilirsin. Bu seçeneği açmak için "Can be joined" bölümündeki İkonu tıklat.
2125	Menu	You can set the type of the substitution for each one. You can define your own types of substitution. E.g. paid, unpaid, joined, etc. To add the type of the substitution, use the plus button, to remove it, use the minus button. To edit the type of the substitution, double click on the name of the type.	Her biri için değiştirme türünü kurabilirsin. Yer değiştirme için kendi türlerini tanımlayabilirsin. Mesela, ödenmemiş, birleştirilmiş gibi. Bu değişiklik türünü eklemek için artı düğmesini kullan. Çıkarmak için eksi düğmesini kullan. Bu değişiklik türünü düzenlemek için türün adının üstüne çift tıkla.
2126	Menu	You can set the reason of the absence of each teacher or lesson for each absence. You can define your own reasons of the absence. To add the reason of the absence, use the plus button, to remove it, use the minus button. To edit the reason of the absence, double click on the name of the reason.	Her bir dersin devamsızlık ya da öğretmenin devamsızlığı için sebep oluşturabilirsin. Devamsızlıklar için kendi sebeplerini tanımlayabilirsin. Devamsızlık sebebi eklemek için artı düğmesini çıkarmak için eksi düğmesini kullan. Devamsızlık nedeni düzenlemek için sebebin adının üzerine çift tıkla.
2128	Menu	Today substitutions	Bu Günün Değişikleri
2133	Menu	Reason of absence	Devamsızlık Nedeni
2134	Menu	type of substitution	yerdeğiştirme Türü
2135	Menu	Timetables of teachers	Öğretmenler İçin Ders Programı
2136	Menu	Timetables of classes	Sınıflar İçin Ders Programı
2137	Menu	Timetables of Classes	Sınıflar İçin Ders Programı
2138	Menu	Zoom out	Uzaklaştır
2140	Menu	He/she absented:	Devamsız
2141	Menu	Cancelled:	İptal Ediliyor:
2142	Menu	Substituted:	Yerine:
2143	Menu	Total	Toplam
2144	Menu	Export absenting and substituting	Devamsızları ve Değişikliklere Aktar
2145	Menu	Export of summaries	Özetleri Aktar
2146	Menu	Following day	Takip Eden Gün
2147	Menu	Previous day	Önceki Gün
2148	Menu	Add (Enter, +)	Ekle (Enter, +)
2149	Menu	Remove	Sil
2150	Menu	Each row represents one type of the print. To choose printing on printer, click on the printer icon in the row. To see print preview, click on the print preview icon.	Her bir sıra baskının bir tipini gösterir. Yazıcıda basımı seçmek için satırdaki yazıcı ikonu üzerine tıkla. Baskı önizlemeyi görmek için baskı önizleme ikonu tıkla.
2152	Menu	To move to another date, click the right button of mouse.	Başka Bir Tarihe Gitmek İçin, Farenin Sağ Düğmesine Tıklayın
2153	Menu	He/she cannot	Yapamaz
2161	Menu	-	-
2162	Menu	-	-
2163	Menu	It is not possible to open timetable.	Bu Ders Programını Açmak Mümkün Değil
2164	Menu	Please, enter the reason of absence.	Lütfen, Yokluğun Nedenini Giriniz
2165	Menu	Please, enter who is absenting.	Lütfen, Kim Yok İse Girin
2166	Menu	Selected file is not valid timetable file.	Seçilen dosya bir ASC data dosyası değil.
2168	Menu	There is timetable for this day: There is already another timetable, that starts at same date as this timetable.	Bugün için ders tablosu var. Ders programı olarak aynı tarihte başlayan bir program zaten var.
2169	Menu	Enter the name of the timetable	Ders Programının Adını Girin
2170	Menu	Wrong groups!	Yanlış Gruplar!
2172	Menu	Priority	Öncelik
2173	Menu	Do not consider	Düşünmüyoruz
2174	Menu	Do you want to quit the program?	Programdan çıkmak İstiyormusunuz ?
2175	Menu	File supl\\main.spl is damaged! Call the hotline of your seller.	Supl\\main.spl dosyası hasarlı. Lütfen aSc Türkiye ile iletişime geçiniz.
2176	Menu	Column	Sütun
2180	Menu	No type defined!	Türü Tanımlı Değil!
2181	Menu	Defined times are not valid.	Tanımlanmış Zamanlar Geçerli Değil
2182	Menu	This lesson is not OK.	Bu Ders Tamam Değil
2183	Menu	To add the timetable, it is necessary to remove all substitutions for the valid period of the timetable. Do you want to continue?	Zaman çizelgesini eklemek için zaman çizelgesinin geçerli dönemini için tüm değiştirmeleri çıkar.
2184	Menu	Added timetable contains new classes :	Eklenen Ders Programı Yeni Sınıflar İçerir:
2185	Menu	If you only changed name of the class, program will assume that, there are two different classes. Do you want to continue?	Eğer sınıfın adını değiştirdiysen, program bunu kabul edecektir. İki farklı sınıf var. Devam etmek istiyor musun?
2186	Menu	New teachers : \	Yeni Öğretmenler : \
2187	Menu	If you added new teacher into existing timetable, everything is OK and you can continue. If you just changed the name of one teacher in the new timetable, program will count this teacher twice like two different teachers. Do you want to continue?	Eğer varolan zaman çizelgesine yeni öğretmen eklediysen herşey tamam ve devam edebilirsin. Eğer tabloda sadece öğretmen adını değiştirdiysen program bu öğretmeni iki farklı öğretmen olarak sayacaktır. Devam etmek istiyor musun?
2188	Menu	The timetable does not contain following teachers :	Ders Programı Aşağıdaki Öğretmenleri İçermiyor:
2189	Menu	You cannot use them for substituting, when this timetable is valid. Do you want to continue?	Bu zaman çizelgesi geçerli olduğu zaman bunları yer değiştirmeler için kullanamazsın. Devam etmek istiyor musun?
2190	Menu	There is opposite dependence for the Exhaustion criterion. Teacher, who would teach more consecutive periods than they have permitted, receive handicap, that equals to the value of the criterion Exhaustion.	Bitirme kriterleri için zıt bağlılık var. İzin verilenden daha fazla peş peşe ders verecek öğretmen, bitirme kriterlerinin değerine eşit engel alır.
2191	Menu	In the standard setting, there is value of criterion Joining higher then value of Approbation criterion, and so the program finds first the teacher, who can join the lesson. The next is the teacher, who has approbation to substitute this lesson.	Standart kurulumda, onaylama kritelerinin değerinden daha yüksek birleştirme kriteri değeri var, ve bu yüzden program dersi birleştiren ilk öğretmeni bulur. Sonraki bu dersi değiştirmek için onaya sahip olan öğretmendir.
2192	Menu	If the substitution fills the window in the teacher's timetable, he/she receives automatically the number of points, that equals to value of the Placing criterion. If we create window in the teachers timetable, the program deduct number of points, that equal to value of criterion multiplied by length of the window.	Eğer değişiklikler öğretmenin zaman çizelgesindeki pencereyi doldurursa, öğretmen otamatik olarak yerleştirme kriterlerine eşit noktaların sayısını alır. Eğer öğretmenin zaman çizelgesinde pencere açarsak, program pencerenin uzunluğu ile çarpılmış kriterlerin değerine eşit noktaların sayısını azaltır.
2193	Menu	We can set up for each teacher individually, when he/she can substitute, or when he/she has got the substituting duty. You can add this specification or you can use time offs and duties from the existing timetable.	Öğretmen yer değiştirme yapabilirse, her bir öğretmen için bireysel kurum yapabiliriz. Veya öğretmen değiştirme görevine sahip olduğunda. Bu belşrlemeyi ekleyebilirsin ya da zaman çizelgesinden görevleri ve izinleri kullanabilirsin.
2194	Menu	So if you start to use before defined substitutions timetable (e.g. after the graduation's week, when there was special timetable for this week), you won't have to define duties and time offs again.	Bu yüzden zaman çizelgesinde tanımlamadan önce kullanmaya başla. (Örneğin mezuniyet haftasından sonra bu hafta için özel bir zaman çizelgesi vardı ) görevleei ve tatilleri yeniden tanımlamak zorunda kalmayacaksın.
2195	Menu	You can select the concrete teacher, the program offers you the list of available teachers. The most eligible candidates are on the top of the list. To see more detailed description of criteria. press the button - Criteria description.	Somut bir öğretmen seçebilirsin , program uygun öğretmenlerin listesini sunar.en uygun adaylar listenin başında olur. Kriterlerin daha detaylı tanımını görmek için criteria description / kriter tanımı düğmesine bas.
2196	Menu	You can set the value of each criterion. The higher the value of the criterion, the more eligible candidate is. The program lists the teachers for the substitution, the most eligible on the top, the least ones on the bottom.	Her kriterin değerini kurabilirsin. Kriterin feğeri ne kadar yüksek olursa daha uygun adaylar olur. Program değişikler için öğretmenleri listeler, en uygun olanlar başta , en az uygun olanlar en altta.
2197	Menu	Statistics for this month:	Bu ay İçin İstatistikler:
2198	Menu	Class teacher	Sınıf Öğretmeni
2199	Menu	He/she is not the class teacher	Sınıf Öğretmeni Değil
2200	Menu	January	Ocak
2201	Menu	February	Şubat
2202	Menu	March	Mart
2203	Menu	April	Nisan
2204	Menu	May	Mayıs
2205	Menu	June	Haziran
2206	Menu	July	Temmuz
2207	Menu	August	Ağustos
2208	Menu	September	Eylül
2209	Menu	October	Ekim
2210	Menu	November	Kasım
2211	Menu	December	Aralık
2214	Menu	Note for the day	Gün İçin Not
2215	Menu	Unused classrooms	Kullanılmayan Derslik
2217	Menu	Teachers list	Öğretmenler Listesi
2218	Menu	Contracts	Sözleşmeler
2219	Menu	Color	Renk
2220	Menu	The teacher is absenting for a longtime period. If you remove this absenting teacher, you also remove him/her for the entire defined period of the time. Do you want to continue?	Öğretmenin devamsızlığı bir dönem için uzun sürelidir. Eğer devamsız öğretmeni çıkarırsan bu öğretmeni tüm tanımlı dönemden çıkarısın. Devam etmek istiyor musun?
2221	Menu	Timetable successfully exported !	Ders Programı Başarılı Olarak Aktarıldı!
2222	Menu	HTML pages were placed in the Export directory.	HTML sayfaları export yönetimine yerleştirildi.
2226	Menu	Difficult subject	Zor Ders
2237	Menu	Beginners	Yeni Başlayanlar
2239	Menu	Advanced	Gelişmiş
2245	Menu	physics laboratory 1	Fizik Labarotuvarı 1
2247	Menu	PhL1	FizL1
2252	Menu	Peter Smith	Mehmet Ali
2275	Menu	Beginners 1	Yeni Başlayanlar1
2277	Menu	Beginners 2	Yeni Başlayanlar 2
2291	Menu	Once you enter all lessons and other organizational specifications, you can start to generate the timetable. Use the 'Generate new' command from the 'Timetable' menu.	Tüm Dersleri ve Diğer Kurumsal Özellikleri Girdikten Sonra, Artık Ders Programı Oluşturabilirsiniz. Bunun İçin 'Ders Programı' Menüsünden 'Otomatik Planlamayı Başlat' Düğmesini Kullanın
2292	Menu	There are some lessons already placed in our schedule, so we will remove them now.	Bu Programda, Bizim Zamanlaması Olan ve Yerleştirilen Bazı Derslerimiz Zaten Mevcut, Bu Nedenle Şimdi Bunları Sileceğiz
2294	Menu	OK, now the timetable is absolutely blank. We would start under these conditions in the beginning of the academic year. So we can start to generate now.	Tamam, Şimdi Ders Program Çizelgesi Kesinlikle Boşaldı. Akademik yılın Başında Ders Programı Hazırlarken, Bu Koşullarda Başlamak İstiyorum. Öyleyse Şimdi Yeni Ders Programı Oluşturmak İçin Başlayabiliriz
2295	Menu	Now the program solves the timetable problem the same way it would if you had chosen the ‘Generate’ command from the ‘Timetable’ menu. It works the same way and at the same speed.	Şimdi Program, Ders Program Sorununu 'Ders Programı' Menüsünden 'Otomatik Planlamayı Başlat' Komutu Seçmiş Olsaydık Aynı Şekilde Çözecekti. Bu Da Aynı Şekilde ve Aynı Hızda Çalışır
2296	Menu	During the generating process the program displays a dialog box showing the information about the progress of the generation.	Ders Programını Oluşturma Sürecinde Program, Üretimin İlerlemesi Hakkında Bilgiler Gösteren Bir İletişim Kutusunu Görüntüler
2297	Menu	The progress of the generation is displayed by the upper blue progress bar. You can also see the graph of the progress on the right and some other statistical information.	Üretimin İlerlemesi, Üstte Mavi İlerleme Çubuğuyla Gösterilir. Ayrıca Sağda, Diğer Bazı İstatistiki Bilgilerin İlerleme Grafiğini Görebilirsiniz
2298	Menu	Press ‘Enter’ and wait for the program to finish generating.	Enter'a Basın ve Planlamanın Tamamlanmasını Bekleyin
2299	Menu	The generating has finished.	Üretim Tamamlandı
2300	Menu	You can see that there are no cards in the ‘pending card’ area. The program has created a complete new timetable.	'Beklemedeki Kart' Alanında, Hiç Bir Kartın Olmadığını Görebilirsiniz. Program, Tamamen Yeni Bir Ders Programı Oluşturdu
2301	Menu	Of course, this timetable is probably not yet perfect. Still, the program has created a timetable which follows our requirements.	Elbette, Bu Ders Programı Muhtemelen Henüz Mükemmel Değil. Yine De, Program Bizim Gereksinimlerimizi Takip Ederek Bir Ders Programı Oluşturdu
2302	Menu	Let’s ask the algorithm what it has created.	Yapımcısına, Oluşturduğu 'algoritmada Neler Var?' Diye Sorayım
2303	Menu	Good Morning. I’m the generating algorithm and I would like to tell you something about my job.	Merhabalar. Ben Algoritma Üreticisiyim ve Sana Kendi İşim Hakkında Bir Şeyler Söylemek İstiyorum
2304	Menu	As you have already mentioned, the command “Generate new timetable’ starts to generate a timetable which fulfills all the conditions we entered. These conditions can be explicit and implicit.	Seninde Söylediğin Gibi, 'Yeni Ders Programı' Komutu Girdiğimiz Tüm Koşullara Uygun Olarak Ders Programını Oluşturur. Bu Koşullar Açık ve örtülü Olabilir
2305	Menu	Implicit conditions are those you don’t have to enter, they are always considered. The implicit conditions are as follows:	Örtülü Olan Koşulları Girmek Zorunda Değilsiniz, Onlar Her Zaman Geçerlidir. Örtülü Koşulları Aşağıdaki Gibidir:
2306	Menu	Lessons have to be distributed equably. E.g. a subject that is taught five times a week has to be every day.	Derslerin Eşit Olarak Dağıtılması Gerekir. Örneğin Beş Kartlık Bir Ders, Her Gün Olmalıdır.
2307	Menu	There can be no windows (time without lessons) in the students’ timetables.	Öğrencilerin Ders Programında Açık Pencere (Ders Olmayan Boş Zaman) Olamaz.
2308	Menu	A class’s lessons have to be distributed equably. A class cannot have eight lessons one day and five on another day.	Bir Sınıfın Derslerinin Eşit Dağıtılması Gerekir. Bir Sınıfın Bir Gün Sekiz ve Başka Bir Gün Beş Dersi Olamaz.
2309	Menu	I cannot assign a lesson to a position where no permitted classroom is available.	Hiçbir İzini Olmayan Herhangi Bir Sınıftaki Bir Konuma Ders Atayamam
2310	Menu	And what about explicit conditions ?	Peki Açık Koşullar Nelerdir?
2311	Menu	Hm. Explicit conditions are conditions that you can switch on or off.	Hmm. Açık veya İsterseniz Kapatabileceğiniz Koşullardır
2312	Menu	An example of an explicit condition is the equable distribution of lessons over the week. A lesson that is taught twice a week cannot be assigned on two consecutive days.	Açık Durumun Bir Örneği, Hafta Boyunca Derslerin Dengeli Dağılıtılmasıdır. Haftada İki Kez Öğretilen Bir Ders, İki Gün Üst Üste Verilemez
2313	Menu	Likewise, a lesson taught three times a week cannot be placed on three consecutive days.	Aynı Şekilde, Haftada Üç Saat Olan Bir Ders Üç Gün Üst Üste Yerleştirilemez
2314	Menu	I’m sorry, I have a question. How do you deal with divided lessons?	Özür Dilerim, benim Bir Sorum Var. Bölünmüş Dersler Nasıl Yerleştirilmeli?
2315	Menu	No problem. You’ve already told us that lessons are entered for groups, so I can combine lessons for groups in the same division.	Problem Değil. Gruplara Derslerin Nasıl Girileceğini Zaten Anlattık, Bu yüzden Aynı Bölümdeki Gruplar İçin Dersleri Birleştirebilirsiniz.
2316	Menu	Also, sometimes it’s better if one group has the 6th lesson and the other group finishes after the 5th. It can be switched for the next day.	Ayrıca, 5. Dersten Sonra 6. Dersi Bitiren Bir Grup Varsa Bazen Daha İyi Olur. Ertesi Güne Geçilebilir
2317	Menu	Do you also have to fulfill other conditions when you create the timetable?	Ders Programı Oluşturulurken, Diğer Şartları Yerine Getirebilir Mi?
2318	Menu	Yes, there are many more.	Evet, Hatta Daha Fazlasını
2319	Menu	E.g. there are Teacher’s conditions. The user can define conditions for each teacher. He can define when the teacher can, and cannot, come to school.	Örneğin Öğretmen Koşulları Tanımlayabilirsiniz. Söz Konusu Öğretmenin Okula Gelebileceği veya Gelemiyeceğini Zamanları Tanımlayabilirsiniz
2320	Menu	I have to fulfill these conditions. You would not believe what kind of conditions people can enter.	Tüm Bu Koşulları Yerine Getirmek Zorundayım. İnsanların Ne Tür Koşullar Girdiğine İnanamazsınız
2321	Menu	What about windows in the teachers' timetables?	Öğrentmenlerin Ders Programındaki Pencere Sayısı Ne Olacak?
2322	Menu	You can select the maximum number of windows per week and per day.	Haftalık ve Günlük En Fazla Boş Ders Sayısını Seçebilirsiniz
2323	Menu	Does that mean that I can enter that four external teachers have zero windows, two teachers have max. one window, and the rest have max. four windows per week?	Dört Harici Öğretmeni Sıfırıncı(Hazırlık Saati) Derslere Girebileceğim Anlamına mı Geliyor, İki Öğretmenin Haftada En Fazla Bir Boş Penceresi (Dersi), ve Geri Kalanın Dört Penceresi Mi Var?
2324	Menu	Exactly. And you can also allow somebody to have six windows per week but he/she can have max. two windows per day.	Kesinlikle. Ayrıca Siz Birine, Haftalık Altı Boş Ders İçin İzin Verebilirsiniz, Ama Ona Günde En Fazla İki Boş Ders Verilebilir
2325	Menu	You can also set the maximum consecutive periods that one teacher can teach.	Ayrıca Bir Öğretmenin Öğretebileceği En Fazla Ardışık Periyotları Ayarlayabilirsiniz
2326	Menu	Otherwise, it could happen that somebody would teach ten consecutive periods and after three weeks he/she would end up in the hospital.	Aksi Halde Birileri Ardarda On Periyot (Ders) Öğretim Yapar ve Üç Hafta Sonra Hastaneye Düşebilir
2327	Menu	Or in the madhouse.	Ya Da tımarhaneye
2328	Menu	You said that. The point is that teachers would not be exhausted and all his/her lessons would have the same quality.	Senin Söylediğin Şu. Bu Öğretmenlerin Yorgunluk Noktası Olmayacağını ve Aynı Kalitede Ders İşleyebileceklerini İfade Ettin
2329	Menu	And how do you place subjects?	Ve Dersleri Nasıl Yerleştirebilirim?
2330	Menu	The user can define when each subject or group of subjects can be taught.	Kullanıcı Her Dersi Ya Da Derslerin Öğretileceği Grupların Ne Zaman Olacağını Tanımlayabilir
2331	Menu	It is possible to set that e.g. mathematics cannot be on the 5th and 6th lessons. I have to obey this criterion.	Örneğin Matematik Derslerinin 5. ve 6. Saatlerde Yer Almamasını Belirlemek Mümkündür. Bu Şarta Uyulmasının Zorunlu Olmasını İstiyorum
2332	Menu	Of course. But it is still acceptable when just one mathematics lesson is in the 5th position but not two in one class. Can you do this?	Elbette. Ama Bu Sadece Bir Matematik Dersinin 5. Konumda Olabileceğini Ama Bir Sınıfta İkinci Bir 5. Saatte Matematik Dersinin Olmayacağını. Bunu Yapabilir Misin?
2333	Menu	Sure. You can set the 5th lesson as question marked and you can set only one mathematics lesson on the question marked position.	Tabii. Matematik Dersi İçin 5. Saat Derslerini Şartlı (soru İşaretli) Olarak İşaretler ve Bunlardan En Fazla Bir Tanesinin Verilebilmesini Ayarlayabilirsiniz
2334	Menu	You can also specify which subjects require home preparation.	Ayrıca Derslerin ev Hazırlığı Gerektirdiğini Belirtebilirsiniz
2335	Menu	I have to take care that no class would have too easy or too difficult days.	Çok Kolay veya Çok Zor Hiç Bir Sınıfın Olmayabileceğine Dikkat Etmeliyim
2336	Menu	I like it. The last question about conditions - the succession of full and divided lessons.	Bunu Sevdim. Tam ve Bölünmüş Derslerin Ardarda - Gelme Koşullarıyla İlgili Son Bir Soru
2337	Menu	Yes, I have to respect this condition if you switch it on. I don’t place a lesson for only one group between two whole-class lessons.	Evet, benim Geçtiğiniz Bu Duruma Karşı Saygım Var. Ben İki Sınıfın Tüm Dersleri Arasına Yalnızca Bir Grup İçin Bir Ders Koymam
2338	Menu	You can also set that group lessons and whole-class lessons should not be taught on the same day.	Ayrıca Grup Derslerinin ve Tüm Sınıf Derslerinin Aynı Gün Öğretilmesi Gerektiğini Ayarlayabilirsiniz
2339	Menu	The very last question. E.g. Spanish and German language lessons cannot be placed in the same day in an elementary school so the children won’t be too confused.	Son Bir Soru. Örneğin çocukların Çok Karışık Olmayacakları Bir İlköğretim Okulu'nda, Aynı Gün İspanyolca ve Almanca Dil Dersleri Yerleştirilemesin
2340	Menu	Yes, you can define that certain subjects cannot follow each other, or that they cannot be placed in the same day. There are many other similar conditions that you can set up in the ‘Card relationships’ dialog.	Evet, belli Derslerin Birbirini Takip Edemeyeceği, Ya Da Aynı Gün Yer Alamayacağı Tanımlanabilir. 'İlişkiler' İletişim Kutusunda Buna benzer Birçok Koşul Vardır
2341	Menu	I hope, that's all about conditions.	Umarım, Tüm Koşullar Bunlar Hakkındadır
2342	Menu	No, it’s not. You can e.g. allow classes to start on the second lesson or forbid zero lessons for each class and much more.	Hayır, O Değil. Örneğin İkinci Ders veya Sıfırıncı (Hazırlık) Dersleri Her Sınıfı ve Çok Daha Fazlası İçin Yasaklı Sınıfları Ayarlayabilir
2343	Menu	But I’d rather finish because I don’t want to tire you too much. How many lessons in a row can you teach?	Ama Koşulları Çok Fazla Esnetmeyi Değil, Bitirmeyi İstiyorum. Bir Satırda Kaç Ders Öğreteceğiz?
2344	Menu	And how long can you generate?	Ve Ne Kadar Sürede Üretebilirsiniz?
2345	Menu	A long time, but it’s usually not necessary.	Uzun Bir Süre, Ama Genellikle Bu Gerekli Olmaz
2346	Menu	Oh, I think we’ve talked too much. I wonder if anyone’s still reading this.	Oh, Bizim Çok Konuştuğumuzu Düşünüyorum. Acaba Herkes Hala Bunu Okuyormu?
2347	Menu	We should demonstrate real-life examples of generating a timetable.	Bir Ders Programı Oluşturmaya Gerçek Hayattan Örnekler Göstermeliyiz
